X,Y,Label,b1_da_nang,b2_da_nang,b3_da_nang,b4_da_nang,b5_da_nang,b6_da_nang,b7_da_nang
851047.4,1768968,croplands,0.028663,0.040433,0.07181,0.065595,0.219952,0.164788,0.096477
839824.6,1770986,croplands,0.041615,0.044915,0.076347,0.057427,0.356353,0.1971,0.105855
826571.5,1768949,croplands,0.043031,0.047844,0.078176,0.069074,0.326103,0.214562,0.11658
844896.7,1768507,croplands,0.047225,0.052835,0.08809,0.07973,0.30149,0.211867,0.112455
838394.4,1771867,croplands,0.048407,0.048848,0.08446,0.077118,0.286118,0.228725,0.125298
828213.5,1775659,croplands,0.036638,0.042715,0.0761,0.056217,0.365592,0.22119,0.106845
823531.9,1786866,croplands,0.016714,0.024235,0.071755,0.0552,0.375919,0.227474,0.110887
846792.1,1780275,croplands,0.06004,0.072525,0.11064,0.101015,0.3203,0.238707,0.155713
816518.8,1766268,croplands,0.021801,0.026119,0.056286,0.033475,0.38927,0.166919,0.070133
840189.4,1774834,croplands,0.039635,0.043595,0.078768,0.068318,0.344005,0.229055,0.11471
828272,1773995,croplands,0.030615,0.03496,0.066668,0.0563,0.327477,0.225837,0.119082
825344.3,1769144,croplands,0.016796,0.020303,0.046207,0.02418,0.364286,0.125683,0.044269
834735.6,1772086,croplands,0.033557,0.037957,0.072828,0.051323,0.330062,0.193195,0.098238
830114.8,1767133,croplands,0.035483,0.037765,0.066227,0.047294,0.346672,0.181631,0.088159
832151.9,1769684,forest,0.021705,0.026683,0.055063,0.032265,0.340375,0.148095,0.061497
824700.9,1767855,forest,0.016356,0.0211,0.044021,0.023396,0.327271,0.122052,0.04541
820980.9,1765683,forest,0.023877,0.026146,0.05091,0.029171,0.361165,0.173175,0.072071
810528.4,1776918,forest,0.02198,0.021609,0.03826,0.022709,0.240028,0.120691,0.0486
820273,1788094,forest,0.013991,0.0178,0.038576,0.019904,0.288084,0.11757,0.04618
820867.7,1788273,forest,0.01626,0.01934,0.049659,0.024689,0.362265,0.147215,0.059655
816746.6,1787719,forest,0.035771,0.036844,0.070339,0.04079,0.468058,0.225535,0.09315
829703.1,1767136,forest,0.025638,0.028112,0.061387,0.038975,0.330448,0.162395,0.072332
826294,1775487,forest,0.01087,0.01571,0.04387,0.022613,0.34593,0.132942,0.046977
853413.7,1783500,forest,0.01769,0.022558,0.051295,0.026187,0.390975,0.150487,0.055392
811390.3,1779269,forest,0.02352,0.023025,0.044998,0.023932,0.312682,0.163632,0.06499
818580.7,1769098,forest,0.013262,0.01648,0.038136,0.020096,0.265314,0.112551,0.045437
812648.9,1785181,forest,0.034107,0.032884,0.058115,0.03991,0.34461,0.204209,0.092284
818441.6,1790015,forest,0.038796,0.039841,0.070435,0.040872,0.484461,0.22636,0.09546
832890.7,1776828,forest,0.032815,0.037779,0.064894,0.046634,0.330008,0.167221,0.077393
830268.4,1766599,forest,0.015765,0.020495,0.044998,0.024647,0.362787,0.127855,0.044695
822582.3,1770937,forest,0.01241,0.016508,0.039085,0.020577,0.27652,0.11988,0.048435
808060.3,1788046,forest,0.015682,0.0167,0.03826,0.021073,0.299675,0.122107,0.046895
828535.3,1775442,forest,0.014156,0.020261,0.04398,0.024991,0.274279,0.115521,0.046799
833014.6,1790720,forest,0.025913,0.02902,0.055585,0.033805,0.358003,0.15244,0.061773
828442.8,1771736,forest,0.01923,0.02242,0.045685,0.025308,0.332757,0.128144,0.04651
818367.2,1764980,forest,0.023355,0.02638,0.053797,0.03375,0.325223,0.182456,0.082961
828004.9,1787594,forest,0.024895,0.027893,0.057758,0.031165,0.415917,0.189317,0.077475
815236.5,1779276,forest,0.012988,0.014555,0.03188,0.017415,0.27696,0.104315,0.03749
811070.8,1789118,forest,0.02704,0.024895,0.043031,0.023575,0.338065,0.154159,0.060384
822209.5,1779558,forest,0.012575,0.017195,0.045534,0.024194,0.369621,0.149071,0.062817
824396.3,1788079,forest,0.009124,0.013565,0.039277,0.018089,0.320891,0.119921,0.047926
838021.8,1793623,forest,0.028924,0.031523,0.0574,0.031234,0.419864,0.17345,0.066448
838317.2,1767170,forest,0.02737,0.032017,0.064055,0.04145,0.323641,0.161584,0.072291
830599.1,1785669,forest,0.035483,0.03826,0.07049,0.047363,0.381185,0.195807,0.090097
814920.3,1786383,forest,0.026132,0.02429,0.044241,0.023217,0.323119,0.141495,0.056575
823026.8,1765470,forest,0.01934,0.021595,0.045602,0.026132,0.31205,0.129835,0.05333
821687.4,1768854,forest,0.016672,0.01923,0.040377,0.023492,0.289033,0.128213,0.051542
825432.3,1777093,forest,0.008202,0.012712,0.038067,0.018625,0.331905,0.115672,0.041862
824202.9,1782803,forest,0.008835,0.013785,0.038301,0.019203,0.314814,0.122176,0.050085
846263.6,1786807,forest,0.028168,0.02737,0.0574,0.031137,0.373513,0.146445,0.055942
822263.2,1764569,forest,0.018955,0.021513,0.051708,0.027549,0.384966,0.146555,0.059792
831533.3,1788369,forest,0.03276,0.03507,0.063202,0.039277,0.41138,0.186595,0.077228
831619.6,1784762,forest,0.02022,0.025321,0.059696,0.034052,0.343524,0.146858,0.058239
817698.9,1763884,forest,0.015572,0.019148,0.046207,0.023713,0.337213,0.139845,0.055145
838818.7,1793589,forest,0.03815,0.037408,0.065952,0.03892,0.421527,0.207605,0.084405
816904.8,1792163,forest,0.013551,0.016494,0.037792,0.022613,0.228601,0.111272,0.0486
820569.6,1785288,forest,0.012286,0.016274,0.037435,0.01868,0.300541,0.102005,0.03683
849995.8,1783384,forest,0.030423,0.034135,0.064687,0.039525,0.38531,0.182278,0.074643
828156.2,1764787,forest,0.032664,0.0354,0.060521,0.043966,0.309754,0.184134,0.087512
825593.8,1773525,forest,0.006951,0.011736,0.03826,0.016315,0.386905,0.11042,0.036569
804334.8,1779668,forest,0.011227,0.012506,0.032595,0.016494,0.243534,0.106281,0.038081
810568.7,1792031,forest,0.015311,0.018199,0.036789,0.018941,0.261203,0.11009,0.042096
820105.5,1792490,forest,0.013537,0.01714,0.03716,0.022503,0.257848,0.112812,0.049342
820996.4,1772914,forest,0.00944,0.01395,0.03848,0.020248,0.268449,0.114242,0.048641
824661.1,1780027,forest,0.007969,0.01296,0.0387,0.019711,0.341338,0.119619,0.045108
815363.6,1778533,forest,0.0123,0.013428,0.033695,0.018818,0.272753,0.107203,0.038672
802137.9,1778010,forest,0.008642,0.011392,0.034162,0.016948,0.25276,0.107615,0.045025
825041.1,1777254,forest,0.01153,0.017305,0.042302,0.024565,0.316725,0.128295,0.051405
808931.9,1782035,forest,0.011104,0.013702,0.03265,0.01791,0.247205,0.101235,0.040116
821980.4,1773257,forest,0.009151,0.014143,0.038384,0.020495,0.274306,0.122726,0.048848
815343.3,1781885,forest,0.015078,0.016081,0.03639,0.018501,0.287218,0.113651,0.040941
828432.8,1767452,forest,0.032512,0.034121,0.061113,0.038741,0.314484,0.182786,0.08006
824852.4,1782965,forest,0.009715,0.01549,0.044393,0.022475,0.317742,0.141192,0.058033
826346.8,1787765,forest,0.023658,0.025486,0.05674,0.029171,0.433971,0.189056,0.074931
819158.5,1786054,forest,0.021788,0.028608,0.055558,0.042248,0.165447,0.100053,0.058912
812812.9,1787486,forest,0.017979,0.017951,0.037463,0.019794,0.286448,0.115288,0.042028
806186.8,1784229,forest,0.01406,0.015298,0.036858,0.019395,0.288455,0.125298,0.045795
813781.1,1782528,forest,0.019656,0.018721,0.031468,0.016342,0.217725,0.090317,0.035386
817867.3,1773673,forest,0.019203,0.02099,0.04508,0.02616,0.334902,0.14078,0.056438
817652.2,1790154,forest,0.031316,0.033379,0.061951,0.036596,0.39807,0.19259,0.080143
824223.6,1773567,forest,0.023066,0.026971,0.05916,0.03122,0.490731,0.218756,0.087856
832394.4,1786272,forest,0.026077,0.031261,0.055874,0.036871,0.34637,0.157803,0.065238
808936.9,1787837,forest,0.010568,0.012905,0.030285,0.016645,0.212005,0.09029,0.03507
829418.4,1773025,forest,0.017167,0.021458,0.0442,0.02682,0.314333,0.11955,0.045795
807087.9,1782225,forest,0.012823,0.014679,0.03188,0.018433,0.22603,0.102129,0.040419
807293.6,1785659,forest,0.017525,0.01725,0.035647,0.018735,0.257188,0.107808,0.039442
807630.5,1790381,forest,0.014967,0.016274,0.039168,0.02143,0.273935,0.116319,0.045382
808742,1791589,forest,0.013606,0.015614,0.037242,0.017773,0.27641,0.111231,0.041189
830111.6,1772235,forest,0.013593,0.01626,0.038893,0.021898,0.29973,0.10844,0.03914
833657.6,1776468,forest,0.019271,0.023438,0.050346,0.031797,0.33669,0.132764,0.052505
826036.4,1764472,forest,0.025362,0.026765,0.054045,0.029872,0.397135,0.160222,0.06092
827764.1,1764821,forest,0.026765,0.029405,0.052422,0.03133,0.378462,0.166437,0.067933
828774.9,1785617,forest,0.011173,0.016425,0.042412,0.022007,0.332125,0.107478,0.042385
823549.5,1782708,forest,0.008202,0.013317,0.039938,0.020028,0.323792,0.12472,0.049837
804842.8,1780166,forest,0.010045,0.011118,0.031041,0.01417,0.215085,0.091335,0.033159
823580.7,1788177,forest,0.014693,0.021609,0.058706,0.041271,0.321565,0.215278,0.103339
832024.4,1786281,forest,0.028195,0.032017,0.055447,0.035785,0.36485,0.16916,0.067245
809219.2,1781970,forest,0.011723,0.013152,0.031193,0.01758,0.225343,0.091307,0.034987
821194.7,1766273,forest,0.020839,0.021196,0.048751,0.02495,0.395018,0.160896,0.06664
850565.4,1786349,forest,0.026889,0.029433,0.06081,0.034396,0.376716,0.152426,0.059284
822405.8,1770450,forest,0.015133,0.01758,0.039195,0.022599,0.258164,0.118794,0.048559
852364.3,1785767,forest,0.033502,0.03804,0.06477,0.047005,0.359542,0.19017,0.088832
808226.1,1780680,forest,0.010622,0.013152,0.036088,0.019258,0.247342,0.104838,0.04068
821266.4,1782851,forest,0.01439,0.018556,0.045121,0.022681,0.371079,0.146651,0.057469
826472.1,1782551,forest,0.013262,0.018433,0.051323,0.02693,0.382037,0.154502,0.06235
812502.8,1792232,forest,0.015902,0.017525,0.039085,0.02143,0.275035,0.11482,0.045602
829596.3,1786726,forest,0.017085,0.021691,0.049549,0.025308,0.349038,0.13506,0.054389
849751.1,1786620,forest,0.029378,0.031742,0.064742,0.03694,0.420455,0.173808,0.06521
826695.9,1789950,forest,0.0101,0.014252,0.037683,0.019148,0.270883,0.110283,0.046345
823020.4,1790509,forest,0.01197,0.018818,0.045218,0.023383,0.358305,0.163385,0.069115
826419.1,1770793,forest,0.016494,0.020206,0.048449,0.026187,0.339784,0.145317,0.056795
809395.2,1789590,forest,0.025253,0.023809,0.047019,0.023864,0.379095,0.155506,0.061401
831922.4,1771484,forest,0.025802,0.02825,0.055695,0.034932,0.359708,0.172845,0.075468
817934.3,1791751,forest,0.01384,0.015682,0.03573,0.02121,0.27498,0.110613,0.04585
850412.2,1768794,grassland,0.030161,0.044571,0.083649,0.073158,0.28048,0.231475,0.126329
844203.3,1776870,grassland,0.047445,0.05498,0.097852,0.076237,0.427687,0.285127,0.142925
851175.7,1768178,grassland,0.053179,0.064344,0.107766,0.094291,0.440667,0.380841,0.194941
839733.2,1768062,grassland,0.055365,0.064742,0.096285,0.088337,0.310235,0.24583,0.156922
826350.1,1772953,grassland,0.039277,0.049342,0.083443,0.064028,0.417045,0.322582,0.148618
826381.6,1772622,grassland,0.037064,0.046111,0.083649,0.064481,0.404533,0.31381,0.146981
822027.6,1785068,grassland,0.016727,0.024758,0.064825,0.050525,0.325223,0.185165,0.089822
847508.3,1788676,grassland,0.044007,0.0497,0.079111,0.064825,0.341351,0.218756,0.111314
834865.4,1772339,grassland,0.035373,0.042357,0.07368,0.05916,0.333596,0.197348,0.107739
850247.5,1768954,grassland,0.025651,0.04024,0.083415,0.070572,0.287658,0.229866,0.114146
838548.2,1779427,grassland,0.037215,0.041368,0.0706,0.056548,0.308337,0.186183,0.096367
850710.9,1782918,grassland,0.047074,0.052931,0.082123,0.073983,0.313851,0.189661,0.109045
841635.8,1769982,grassland,0.047005,0.053907,0.09436,0.07566,0.323215,0.217065,0.129642
833829,1790848,grassland,0.041216,0.045053,0.074725,0.059421,0.339715,0.202517,0.095872
835167.2,1771378,grassland,0.039387,0.047968,0.08105,0.069583,0.302783,0.206588,0.129147
836411.6,1768351,grassland,0.04629,0.055654,0.091527,0.085436,0.297269,0.225562,0.129587
830129.3,1779547,grassland,0.034506,0.039415,0.072057,0.055723,0.315529,0.187557,0.090414
822254.6,1785114,grassland,0.037463,0.048834,0.090524,0.10316,0.295674,0.280452,0.18863
850671.4,1769119,grassland,0.045946,0.057455,0.100066,0.083346,0.433944,0.35319,0.178125
827923.9,1773189,grassland,0.057978,0.067382,0.11394,0.147765,0.307086,0.325525,0.204319
848702.4,1783320,grassland,0.039883,0.053632,0.08677,0.072663,0.332565,0.21294,0.122493
850589.7,1782593,grassland,0.041532,0.05344,0.090262,0.074313,0.318265,0.211235,0.118862
848450.1,1783975,grassland,0.036404,0.040419,0.071068,0.045382,0.360574,0.16663,0.075192
850648.8,1767843,grassland,0.021788,0.031193,0.073845,0.04706,0.318018,0.197513,0.08952
837830.1,1774457,grassland,0.033502,0.036005,0.06268,0.045382,0.280562,0.164513,0.082892
851018.9,1768326,grassland,0.050525,0.063808,0.102858,0.113198,0.31887,0.324398,0.193552
831260.1,1777983,grassland,0.044007,0.053468,0.0827,0.070462,0.29797,0.200565,0.129367
832969.8,1788491,grassland,0.036981,0.04112,0.064756,0.05289,0.301751,0.18082,0.088063
827257.2,1769178,grassland,0.041299,0.048449,0.082425,0.073694,0.322858,0.203164,0.113431
851110.8,1768701,grassland,0.03914,0.051323,0.092765,0.082013,0.367463,0.30798,0.161845
850550.9,1768566,grassland,0.035881,0.054114,0.103765,0.095309,0.374337,0.30402,0.164733
843491,1772382,grassland,0.035001,0.048366,0.079895,0.066062,0.312889,0.22933,0.118862
836135.8,1777325,grassland,0.039085,0.042935,0.079592,0.063202,0.341942,0.217532,0.111437
828541.9,1771066,grassland,0.048861,0.057194,0.087169,0.077214,0.29698,0.195464,0.127841
838390.8,1779268,grassland,0.046675,0.05212,0.08193,0.072387,0.311775,0.192178,0.111602
836958.1,1774608,grassland,0.037022,0.043897,0.082892,0.059187,0.327697,0.202627,0.1014
836475.7,1790146,grassland,0.046812,0.050085,0.075605,0.053976,0.342561,0.196784,0.090771
835760.5,1767210,grassland,0.029859,0.03584,0.068139,0.046593,0.33801,0.179459,0.094113
851151.6,1768161,grassland,0.056864,0.068235,0.115521,0.103091,0.439141,0.376978,0.200235
853897.4,1783278,grassland,0.033228,0.044791,0.083223,0.061663,0.381969,0.227584,0.112276
812628.7,1784332,grassland,0.044626,0.054994,0.109018,0.129065,0.277207,0.265987,0.162917
840633.1,1769313,grassland,0.02979,0.034162,0.071508,0.051776,0.347938,0.207495,0.110778
837645.7,1769011,grassland,0.043856,0.050167,0.078658,0.06455,0.324631,0.210547,0.12076
846187.6,1787784,grassland,0.037187,0.041092,0.073955,0.049865,0.382422,0.183707,0.078933
835002.9,1789115,grassland,0.042028,0.046152,0.071343,0.057923,0.293048,0.172845,0.091995
836943.3,1774529,grassland,0.0365,0.042371,0.080775,0.059353,0.354249,0.217904,0.10547
833834.4,1777758,grassland,0.045355,0.051652,0.080775,0.071508,0.304735,0.234665,0.136518
832450.9,1778409,grassland,0.057702,0.064522,0.09931,0.099557,0.297145,0.23791,0.14078
838220.7,1771262,grassland,0.04453,0.051487,0.084708,0.068867,0.316505,0.200703,0.116112
833881.8,1773397,grassland,0.044365,0.052945,0.085725,0.074065,0.310592,0.217917,0.136848
845693.4,1780827,grassland,0.04464,0.050319,0.093452,0.064357,0.36166,0.213243,0.09854
841018.1,1773155,grassland,0.037297,0.045053,0.074698,0.062405,0.309547,0.19402,0.113858
826456.6,1772550,grassland,0.046826,0.057043,0.096794,0.083429,0.416784,0.325621,0.166121
826346.4,1773006,grassland,0.053303,0.063725,0.099888,0.089465,0.412343,0.326267,0.168033
836574.5,1793606,grassland,0.042522,0.048325,0.081738,0.064275,0.327587,0.201582,0.108495
850598.5,1769091,grassland,0.05047,0.062817,0.107698,0.100273,0.42656,0.367683,0.198063
839898.3,1768813,grassland,0.043458,0.049837,0.086028,0.085862,0.310592,0.233373,0.151698
850673.7,1767890,grassland,0.02451,0.033723,0.076155,0.052615,0.328028,0.196687,0.098925
835409,1790199,grassland,0.044283,0.047637,0.071645,0.06037,0.314195,0.19017,0.09447
847628.8,1773385,grassland,0.026298,0.037957,0.078341,0.066984,0.33086,0.196137,0.105731
837325.8,1772076,grassland,0.040075,0.046427,0.079317,0.060645,0.33504,0.223225,0.112015
826272.3,1773281,grassland,0.030038,0.045245,0.0937,0.08215,0.378848,0.271185,0.144767
848606.3,1774795,grassland,0.045589,0.066791,0.123262,0.132942,0.329485,0.24066,0.162835
845665.3,1786198,grassland,0.042688,0.046675,0.076444,0.057785,0.353671,0.181411,0.089946
845913.9,1786738,grassland,0.047637,0.051295,0.078245,0.06224,0.338285,0.194213,0.101648
850661,1768125,grassland,0.035647,0.045327,0.090345,0.070297,0.383138,0.281332,0.140505
840829.1,1769256,grassland,0.057702,0.06532,0.098526,0.087994,0.308984,0.246627,0.158848
845229.9,1774787,grassland,0.023602,0.031275,0.069307,0.04563,0.3401,0.178372,0.089658
843589.5,1772305,grassland,0.034644,0.043347,0.077448,0.060109,0.320644,0.200593,0.106144
853376.3,1783108,grassland,0.039951,0.048352,0.079441,0.062543,0.29962,0.187227,0.103916
850491.4,1768816,grassland,0.051611,0.066324,0.117556,0.109939,0.434274,0.392831,0.198365
850848.8,1768863,grassland,0.050814,0.064509,0.107354,0.104906,0.396599,0.356655,0.202297
834492.6,1772304,grassland,0.046249,0.051845,0.081806,0.069528,0.318939,0.217945,0.127456
852926.4,1783544,grassland,0.034795,0.04244,0.07445,0.0552,0.312132,0.178758,0.092765
842739.5,1769486,grassland,0.04673,0.052065,0.084708,0.062762,0.356957,0.22207,0.1091
837532.1,1771700,grassland,0.037297,0.042371,0.07269,0.06268,0.284523,0.197581,0.114462
835005.5,1773945,grassland,0.035263,0.04222,0.078259,0.058376,0.33768,0.212651,0.104796
831044.8,1773031,grassland,0.035923,0.043746,0.07302,0.06631,0.261725,0.183171,0.109664
850346,1768338,grassland,0.03716,0.052835,0.10327,0.093673,0.34043,0.276905,0.149663
828259.5,1773964,grassland,0.047198,0.059298,0.087568,0.077118,0.310208,0.226937,0.147875
833675.6,1774873,grassland,0.036995,0.04464,0.074505,0.05971,0.332593,0.18984,0.10767
837810.6,1772268,grassland,0.037875,0.042743,0.072635,0.059682,0.32778,0.1927,0.1025
826659,1772079,grassland,0.05025,0.05773,0.092683,0.077668,0.423507,0.309135,0.15618
850477.4,1768120,grassland,0.037765,0.05366,0.104673,0.10602,0.349065,0.325663,0.172818
850627.8,1769006,grassland,0.049068,0.06213,0.10371,0.097715,0.426918,0.379617,0.197623
844629.4,1776802,grassland,0.038494,0.043774,0.081971,0.053523,0.277386,0.181906,0.096601
836919.4,1774626,grassland,0.036376,0.044035,0.083264,0.065031,0.339619,0.222482,0.113253
827158.3,1778442,grassland,0.027178,0.03551,0.07269,0.06125,0.337955,0.23065,0.124472
848868.8,1783877,grassland,0.040336,0.045506,0.07368,0.058252,0.315309,0.200359,0.097976
850916.1,1768453,grassland,0.041203,0.052175,0.09359,0.079785,0.377418,0.312875,0.160773
836468.6,1775720,grassland,0.038948,0.043196,0.071934,0.061965,0.278307,0.18808,0.097509
850551.9,1768814,grassland,0.034383,0.045314,0.081462,0.070449,0.318815,0.257916,0.134661
842518.8,1769757,grassland,0.04772,0.057978,0.093494,0.081352,0.323669,0.220337,0.136903
828540,1771082,grassland,0.048861,0.057194,0.087169,0.077214,0.29698,0.195464,0.127841
841971.4,1767668,grassland,0.04893,0.059518,0.091582,0.078575,0.34648,0.239973,0.142733
832011.4,1776528,grassland,0.045163,0.051515,0.080033,0.071673,0.313315,0.214645,0.128708
849279.2,1772009,grassland,0.02396,0.033612,0.070958,0.052065,0.288152,0.177382,0.096092
850574.9,1768731,grassland,0.0409,0.055035,0.104054,0.088832,0.417609,0.334531,0.165997
833447.3,1786892,grassland,0.043375,0.046703,0.073295,0.056822,0.325607,0.1872,0.101042
832639.1,1771823,grassland,0.047747,0.055585,0.086852,0.0772,0.311115,0.213902,0.125078
849494.8,1771343,residential land,0.08017,0.105071,0.155383,0.149635,0.295963,0.319613,0.254204
844165.5,1770336,residential land,0.071068,0.08886,0.131183,0.121338,0.281635,0.270195,0.19765
844647.3,1773351,residential land,0.052766,0.073749,0.123524,0.129684,0.268201,0.260281,0.179761
843519.1,1768412,residential land,0.058995,0.07093,0.100437,0.099475,0.230595,0.182168,0.129312
829783.1,1778680,residential land,0.110846,0.121915,0.171635,0.214026,0.283753,0.312229,0.231063
846721.3,1768007,residential land,0.068029,0.081325,0.111314,0.110406,0.297984,0.289417,0.201211
843428.3,1774092,residential land,0.074093,0.106542,0.171855,0.171855,0.294725,0.294532,0.244812
847556.1,1773072,residential land,0.046152,0.059036,0.090813,0.09788,0.105126,0.106707,0.090538
842051.3,1778671,residential land,0.039305,0.044654,0.078066,0.062927,0.307636,0.209695,0.10558
837865.4,1777346,residential land,0.07126,0.088228,0.128543,0.122905,0.256995,0.251495,0.205047
846682.7,1777772,residential land,0.071851,0.100039,0.148521,0.14826,0.250312,0.264228,0.225013
845999.4,1774308,residential land,0.061113,0.079867,0.124747,0.140423,0.235875,0.243712,0.171772
846219.8,1780701,residential land,0.075523,0.088475,0.112208,0.11416,0.195395,0.170398,0.134785
830435.1,1782683,residential land,0.091899,0.109705,0.170961,0.199836,0.257022,0.263265,0.200689
839417.3,1775599,residential land,0.041464,0.051625,0.083401,0.072993,0.209241,0.15354,0.112524
835672.6,1781887,residential land,0.07819,0.08952,0.114297,0.123015,0.230375,0.255702,0.178372
831862.3,1781090,residential land,0.070339,0.080816,0.111547,0.105044,0.293818,0.257628,0.189001
843192.3,1770854,residential land,0.08633,0.111355,0.156647,0.160415,0.290985,0.285155,0.21481
843386.2,1773646,residential land,0.037476,0.053687,0.099337,0.100492,0.312724,0.238336,0.15816
843354.5,1777283,residential land,0.074876,0.096024,0.140711,0.146789,0.230994,0.245115,0.204126
835868,1767923,residential land,0.059036,0.071081,0.108522,0.106996,0.300926,0.242255,0.169476
832622.6,1780741,residential land,0.1102,0.135816,0.198337,0.203274,0.285856,0.302961,0.272807
843456.7,1770593,residential land,0.057139,0.076141,0.124019,0.119344,0.309823,0.23802,0.16861
846672.1,1784446,residential land,0.058404,0.063959,0.086646,0.077049,0.28609,0.193071,0.121489
833195.8,1783413,residential land,0.084818,0.093177,0.135912,0.159727,0.226635,0.247067,0.175375
845379.6,1770161,residential land,0.102445,0.117597,0.165667,0.183927,0.287218,0.326543,0.246902
832865,1777656,residential land,0.08116,0.093549,0.129326,0.143269,0.265245,0.289871,0.209585
832381.4,1775028,residential land,0.053041,0.062859,0.093728,0.084254,0.285884,0.202256,0.135307
835428.8,1781245,residential land,0.11416,0.126672,0.148095,0.136297,0.227034,0.304432,0.308943
849010.4,1772947,residential land,0.073185,0.094278,0.139405,0.150735,0.258975,0.295027,0.239698
845112.9,1779052,residential land,0.059504,0.077035,0.118917,0.133974,0.200455,0.206299,0.157569
845785.8,1774313,residential land,0.047266,0.065966,0.118642,0.149291,0.245968,0.315955,0.229481
831948.4,1779087,residential land,0.05652,0.06994,0.107423,0.101593,0.283533,0.216075,0.156345
843285.2,1773395,residential land,0.058583,0.082865,0.13297,0.143943,0.248388,0.234115,0.192947
832421.8,1773260,residential land,0.023754,0.030381,0.059215,0.043389,0.314264,0.140409,0.069032
833244.1,1783755,residential land,0.10338,0.116415,0.163688,0.189235,0.250065,0.27751,0.215195
844930.2,1774794,residential land,0.049508,0.075825,0.12978,0.134868,0.238322,0.229247,0.1828
836987.6,1778969,residential land,0.07148,0.089795,0.12439,0.114256,0.294986,0.235751,0.170109
829114.8,1781061,residential land,0.079579,0.094814,0.142554,0.15992,0.255483,0.267486,0.199905
829612.1,1780773,residential land,0.074409,0.084309,0.121832,0.140739,0.262289,0.298245,0.199382
837184.7,1776068,residential land,0.090015,0.10745,0.14661,0.15959,0.217697,0.25133,0.21679
846806,1780244,residential land,0.095941,0.118285,0.164031,0.166754,0.279187,0.269136,0.210974
842945.6,1773407,residential land,0.069665,0.093177,0.146775,0.151189,0.252004,0.269122,0.231736
848811.9,1783253,residential land,0.059022,0.068345,0.094085,0.086962,0.258315,0.18665,0.13044
843329.4,1774590,residential land,0.051405,0.069775,0.116965,0.11042,0.271927,0.23527,0.174907
835161.7,1780220,residential land,0.074505,0.084928,0.114669,0.1245,0.1938,0.205432,0.163454
849092.4,1770762,residential land,0.051845,0.06719,0.111245,0.112482,0.241567,0.22889,0.165227
839610.9,1777742,residential land,0.110654,0.140093,0.198805,0.188864,0.262399,0.261354,0.23967
843223.2,1779390,residential land,0.096588,0.118697,0.158655,0.155905,0.242695,0.273027,0.236123
838605.6,1780561,residential land,0.062845,0.073914,0.107972,0.109361,0.274526,0.268174,0.174522
842382.8,1770590,residential land,0.070861,0.086055,0.136462,0.125449,0.236384,0.222551,0.192054
839246.4,1778810,residential land,0.065059,0.07786,0.118024,0.114064,0.277139,0.237607,0.171222
844205.4,1777423,residential land,0.107203,0.132722,0.185633,0.18599,0.256088,0.30765,0.277537
847791.2,1774448,residential land,0.04068,0.057978,0.095116,0.089424,0.209654,0.172694,0.129395
845842.2,1768442,residential land,0.112318,0.12692,0.166135,0.155135,0.32657,0.324288,0.266565
835405.1,1782898,residential land,0.104205,0.122548,0.156098,0.154392,0.267968,0.269342,0.222208
846103.8,1773848,residential land,0.054471,0.077516,0.125325,0.132324,0.249845,0.241719,0.178056
844949.9,1780563,residential land,0.170618,0.200276,0.238584,0.268765,0.323366,0.348075,0.292058
832149.2,1787575,residential land,0.060013,0.069335,0.09997,0.100919,0.250464,0.191078,0.135294
837130.3,1777325,residential land,0.073474,0.089465,0.127993,0.118587,0.27608,0.25111,0.199149
837024.8,1779528,residential land,0.077695,0.09667,0.147462,0.141055,0.270222,0.228835,0.18247
828776.2,1781411,residential land,0.060645,0.073487,0.116057,0.129752,0.232795,0.262165,0.181727
835114.9,1768699,residential land,0.072057,0.080363,0.106969,0.111492,0.266854,0.285939,0.203123
846151.5,1770722,residential land,0.069885,0.087595,0.12593,0.132062,0.247617,0.24704,0.183048
833652.9,1786956,residential land,0.064729,0.07412,0.101056,0.093191,0.273027,0.207976,0.148934
844025,1779100,residential land,0.07126,0.095047,0.138305,0.141577,0.228862,0.241182,0.198173
847738.1,1774102,residential land,0.047473,0.064247,0.101565,0.10415,0.251358,0.242668,0.174165
847013.6,1781886,residential land,0.064467,0.077668,0.106515,0.102885,0.191078,0.170398,0.132832
841567.1,1772631,residential land,0.043458,0.054265,0.09348,0.084515,0.299895,0.228038,0.154805
843884.5,1780936,residential land,0.105387,0.122025,0.158903,0.15761,0.244482,0.253557,0.2048
847329.3,1777198,residential land,0.05806,0.083195,0.134758,0.13286,0.23406,0.21591,0.179473
837230.8,1777587,residential land,0.128474,0.152468,0.198764,0.196041,0.28279,0.301641,0.278074
846373.1,1772919,residential land,0.07951,0.103985,0.158958,0.187172,0.274072,0.31997,0.23241
845379,1773211,residential land,0.101785,0.132365,0.182016,0.195794,0.280356,0.296856,0.233689
839862,1772596,residential land,0.068084,0.074766,0.10921,0.12582,0.264901,0.28356,0.183762
846644.8,1779804,residential land,0.061387,0.081958,0.123345,0.120567,0.280452,0.23373,0.173093
840502.9,1768809,residential land,0.085065,0.09931,0.135637,0.134043,0.312215,0.273935,0.2191
828901.6,1769687,residential land,0.044722,0.052533,0.09029,0.08897,0.295413,0.202903,0.12692
842525.9,1772991,residential land,0.05696,0.071315,0.115288,0.102858,0.281745,0.232465,0.171992
